Id,cooling,model,torque,bore_stroke,transmission,dry_weight,frame,fuel_control,lubrication,engine,rear_suspension,total_length,starter,displacement,rear_brakes,compression,ignition,total_width,valves_per_cylinder,front_suspension,fuel_capacity,total_height,rear_tire,make,gearbox,emission,fuel_consumption,type,top_speed,total_weight,ground_clearance,wheelbase,clutch,fuel_system,year,rear_wheel_travel,front_brakes,front_tire,seat_height,power,front_wheel_travel
2090,,V7 Special,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),,Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,179.0 kg (394.6 pounds),,,Dry single plate with flexible couplings,Injection. Weber-Marelli,2015,,Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,"780 mm (30.7 inches) If adjustable, lowest setting.",49.6 HP (36.2  kW)) @ 6200 RPM,
2091,Liquid,V7 Stone,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),,Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,179.0 kg (394.6 pounds),,1449 mm (57.0 inches),Dry single plate with flexible couplings,Injection. Weber-Marelli electronic fuel injection.,2015,118 mm (4.6 inches),Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,"780 mm (30.7 inches) If adjustable, lowest setting.",49.6 HP (36.2  kW)) @ 6200 RPM,130 mm (5.1 inches)
2092,Oil & air,California 1400 Custom,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 2750 RPM,,Shaft drive (cardan)   (final drive),,"Steel tubing, closed double cradle with elastic-kinematic engine mounting system to isolate vibrations.",,,"V2, four-stroke",Dual shocks adjustable spring preload ,2445 mm (96.3 inches),Electric,1380.0 ccm (84.21 cubic inches),"Single disc. ABS. Stainless steel fixed disc, 2-piston Brembo floating caliper .",,Ride by Wire with integral management of 3 engine maps,1030 mm (40.6 inches),2,46mm telescopic fork ,20.50 litres (5.42 US gallons),,200/60-R16 ,Moto Guzzi,6-speed,,,Custom / cruiser,,318.0 kg (701.1 pounds),165 mm (6.5 inches),1665 mm (65.6 inches),,Injection,2014,110 mm (4.3 inches),"Double disc. ABS. Stainless steel floating discs, 4-piston Brembo radial calipers ",130/70-R18 ,"740 mm (29.1 inches) If adjustable, lowest setting.",95.2 HP (69.5  kW)) @ 6500 RPM,120 mm (4.7 inches)
2093,Oil & air,California 1400 Touring,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 2750 RPM,104.0 x 81.2 mm (4.1 x 3.2 inches),Shaft drive (cardan)   (final drive),322.0 kg (709.9 pounds),Closed double-cradle tubular steel frame with elastokinematic engine fastening,,,"V2, four-stroke",Dual shocks adjustable spring preload ,2445 mm (96.3 inches),Electric,1380.0 ccm (84.21 cubic inches),Single disc. ABS,,Ride by Wire with integral management of 3 engine maps,1030 mm (40.6 inches),,46mm telescopic fork,20.50 litres (5.42 US gallons),1460 mm (57.5 inches),200/60-16 ,Moto Guzzi,6-speed,,,Touring,,370.0 kg (815.7 pounds),165 mm (6.5 inches),1665 mm (65.6 inches),,Injection,2014,,Double disc. ABS,130/70-18 ,"740 mm (29.1 inches) If adjustable, lowest setting.",96.0 HP (70.1  kW)) @ 6500 RPM,
2094,Air,Griso 8V SE,108.0 Nm (11.0 kgf-m or 79.7 ft.lbs) @ 6400 RPM,95.0 x 81.5 mm (3.7 x 3.2 inches),Shaft drive (cardan)   (final drive),,High tensile steel tubular twin cradle,Single Overhead Cams (SOHC),,"V2, four-stroke","Progressive single swingarm, fully adjustable monoshock with separate gas reservoir (spring preload and hydraulic for rebound and compression).",2260 mm (89.0 inches),Electric,1064.0 ccm (64.93 cubic inches),Single disc. Floating caliper fitted with 2 parallel pistons,11.0:1,"Inductive discharge, digitally controlled, electronic twin spark ignition",830 mm (32.7 inches),4,"Upside down fork, fully adjustable in spring preload and compression and rebound damping",16.70 litres (4.41 US gallons),1070 mm (42.1 inches),180/55-ZR17 ,Moto Guzzi,6-speed,,,Naked bike,,222.0 kg (489.4 pounds),185 mm (7.3 inches),1554 mm (61.2 inches),Single plate with integrated flexible couplings,"Injection. Multipoint sequential electronic injection, Magneti Marelli IAW 5A phased, alfa-n system; 2 x Ø50 mm throttle bodies with Weber IWP 189 injectors, Lambda probe.",2014,110 mm (4.3 inches),Double disc. Perforated wave discs and 4  opposed piston calipers,120/70-ZR17 ,"800 mm (31.5 inches) If adjustable, lowest setting.",110.0 HP (80.3  kW)) @ 7500 RPM,120 mm (4.7 inches)
2095,Air,Norge GT 8V,104.0 Nm (10.6 kgf-m or 76.7 ft.lbs) @ 5800 RPM,95.0 x 81.2 mm (3.7 x 3.2 inches),Shaft drive (cardan)   (final drive),257.0 kg (566.6 pounds),"Tubular cradle, high tensile steel",Overhead Valves (OHV),,"V2, four-stroke","Single arm suspension with progressive linkage, rear shock absorber adjustable in rebound and pre-load (hydraulic)",2195 mm (86.4 inches),Electric,1151.0 ccm (70.23 cubic inches),"Single disc. Stainless steel fixed disc, floating calliper with 2 parallel pistons - ABS",9.8:1,,870 mm (34.3 inches),4,Telescopic hydraulic fork with 45 mm stanchions and adjustable spring preload,23.00 litres (6.08 US gallons),1125 mm (44.3 inches),180/55-ZR17 ,Moto Guzzi,6-speed,,,Sport touring,,,185 mm (7.3 inches),1495 mm (58.9 inches),Dry plate,"Injection. Magneti Marelli IAW5A,  and #945;-n type; 2 Ø 45 mm throttle bodies, Weber IWP 162 injectors, Lambda control, twin spark ignition",2014,140 mm (5.5 inches),Double disc. Stainless steel floating discs and callipers with 4 horizontally opposed pistons - ABS,120/70-ZR17 ,"800 mm (31.5 inches) If adjustable, lowest setting.",102.0 HP (74.5  kW)) @ 7000 RPM,120 mm (4.7 inches)
2096,Oil & air,Stelvio 1200 8V,113.0 Nm (11.5 kgf-m or 83.3 ft.lbs) @ 5800 RPM,95.0 x 81.2 mm (3.7 x 3.2 inches),Shaft drive (cardan)   (final drive),,Tubular in high-strength steel with integrated engine,Overhead Valves (OHV),,"V2, four-stroke","Progressive single swingarm, fully adjustable monoshock with separate gas reservoir (spring preload and hydraulic for rebound and compression).",2250 mm (88.6 inches),Electric,1151.0 ccm (70.23 cubic inches),"Single disc. Single fixed stainless steel disc, floating caliper with 2 parallel pistons.",11.0:1,"Multipoint sequential electronic ignition, Magneti Marelli ",,4,"Fork with Ø 50mm inverted stems, fully adjustable (spring preload and hydraulic compression and rebound damping)",32.00 litres (8.45 US gallons),1475 mm (58.1 inches),180/55-R17 ,Moto Guzzi,6-speed,,,Enduro / offroad,,259.0 kg (571.0 pounds),210 mm (8.3 inches),1535 mm (60.4 inches),Single-disc with integrated anti-vibration buffer,Injection,2014,155 mm (6.1 inches),"Double disc. Stainless steel wave discs, radial calipers with 4 opposed pistons.",110/80-R19 ,"820 mm (32.3 inches) If adjustable, lowest setting.",103.3 HP (75.4  kW)) @ 7500 RPM,170 mm (6.7 inches)
2097,Oil & air,Stelvio 1200 NTX,113.0 Nm (11.5 kgf-m or 83.3 ft.lbs) @ 5800 RPM,95.0 x 81.2 mm (3.7 x 3.2 inches),Shaft drive (cardan)   (final drive),,High tensile steel tubular twin cradle,Overhead Valves (OHV),,"V2, four-stroke","Single arm with progressive linkage, monoshock with adjustable hydraulic rebound damping and spring preload adjuster knob.",2250 mm (88.6 inches),Electric,1151.0 ccm (70.23 cubic inches),"Single disc. ABS. Single fixed stainless steel disc, floating caliper with 2 parallel pistons.",,Multipoint sequential electronic ignition,1050 mm (41.3 inches),4,Completely adjustable fork (spring preload and hydraulic compression and rebound damping) with 45 mm diam. upside down stanchions and caliper mounting for radial brake calipers.,32.00 litres (8.45 US gallons),1480 mm (58.3 inches),150/70-R17 ,Moto Guzzi,6-speed,,,Super motard,,272.0 kg (599.7 pounds),210 mm (8.3 inches),1535 mm (60.4 inches),Single-disc with integrated anti-vibration buffer,"Injection. Magneti Marelli IAW5A phased, alfa-n system; two Ø 50mm throttle bodies, Weber IWP 189 injectors, lambda probe.",2014,155 mm (6.1 inches),"Double disc. ABS. Stainless steel wave discs, radial calipers with 4 opposed pistons.",110/80-R19 ,"820 mm (32.3 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 7250 RPM,170 mm (6.7 inches)
2098,,V7 Racer,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),,Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,179.0 kg (394.6 pounds),,,Dry single plate with flexible couplings,Injection. Weber-Marelli,2014,,Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,"780 mm (30.7 inches) If adjustable, lowest setting.",49.6 HP (36.2  kW)) @ 6200 RPM,
2099,,V7 Special,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),,Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,179.0 kg (394.6 pounds),,,Dry single plate with flexible couplings,Injection. Weber-Marelli,2014,,Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,,49.6 HP (36.2  kW)) @ 6200 RPM,
2100,Liquid,V7 Stone,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),,Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,179.0 kg (394.6 pounds),,1449 mm (57.0 inches),Dry single plate with flexible couplings,Injection. Weber-Marelli electronic fuel injection.,2014,118 mm (4.6 inches),Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,"780 mm (30.7 inches) If adjustable, lowest setting.",49.6 HP (36.2  kW)) @ 6200 RPM,130 mm (5.1 inches)
2101,Oil & air,California 1400 Custom,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 2750 RPM,,Shaft drive (cardan)   (final drive),321.6 kg (709.0 pounds),Closed double-cradle tubular steel frame with elastokinematic engine fastening,,,"V2, four-stroke",Dual shocks adjustable spring preload ,2445 mm (96.3 inches),Electric,1380.0 ccm (84.21 cubic inches),"Single disc. ABS. Stainless steel fixed disc, 2-piston Brembo floating caliper .",,Ride by Wire with integral management of 3 engine maps,,2,46mm telescopic fork / 120mm travel ,20.50 litres (5.42 US gallons),,200/60-R16 ,Moto Guzzi,6-speed,,,Custom / cruiser,,,,1665 mm (65.6 inches),,Injection,2013,,"Double disc. ABS. Stainless steel floating discs, 4-piston Brembo radial calipers ",130/70-R18 ,"740 mm (29.1 inches) If adjustable, lowest setting.",95.2 HP (69.5  kW)) @ 6500 RPM,
2102,Oil & air,California 1400 Touring,120.0 Nm (12.2 kgf-m or 88.5 ft.lbs) @ 2750 RPM,104.0 x 81.2 mm (4.1 x 3.2 inches),Shaft drive (cardan)   (final drive),,Closed double-cradle tubular steel frame with elastokinematic engine fastening,Single Overhead Cams (SOHC),,"V2, four-stroke",Dual shocks adjustable spring preload ,2445 mm (96.3 inches),Electric,1380.0 ccm (84.21 cubic inches),Single disc. ABS,,Ride by Wire with integral management of 3 engine maps,,4,46mm telescopic fork,20.50 litres (5.42 US gallons),,200/60-16 ,Moto Guzzi,6-speed,,,Touring,,322.1 kg (710.0 pounds),,1665 mm (65.6 inches),,Injection,2013,,Double disc. ABS,130/70-18 ,"740 mm (29.1 inches) If adjustable, lowest setting.",95.2 HP (69.5  kW)) @ 6500 RPM,
2103,Air,Griso 8V SE,108.0 Nm (11.0 kgf-m or 79.7 ft.lbs) @ 6400 RPM,95.0 x 81.5 mm (3.7 x 3.2 inches),Shaft drive (cardan)   (final drive),222.0 kg (489.4 pounds),High tensile steel tubular twin cradle,Single Overhead Cams (SOHC),Oil bath,"V2, four-stroke","Progressive single swingarm, fully adjustable monoshock with separate gas reservoir (spring preload and hydraulic for rebound and compression).",2260 mm (89.0 inches),Electric,1064.0 ccm (64.93 cubic inches),Single disc. Floating caliper fitted with 2 parallel pistons,11.0:1,"Inductive discharge, digitally controlled, electronic twin spark ignition",,4,"Upside down fork, fully adjustable in spring preload and compression and rebound damping",16.70 litres (4.41 US gallons),1070 mm (42.1 inches),180/55-ZR17 ,Moto Guzzi,6-speed,,,Naked bike,,,185 mm (7.3 inches),1554 mm (61.2 inches),Single plate with integrated flexible couplings,"Injection. Multipoint sequential electronic injection, Magneti Marelli IAW 5A phased, alfa-n system; 2 x Ø50 mm throttle bodies with Weber IWP 189 injectors, Lambda probe.",2013,110 mm (4.3 inches),Double disc. Perforated wave discs and 4  opposed piston calipers,120/70-ZR17 ,"800 mm (31.5 inches) If adjustable, lowest setting.",110.0 HP (80.3  kW)) @ 7500 RPM,120 mm (4.7 inches)
2104,Air,Norge GT 8V,104.0 Nm (10.6 kgf-m or 76.7 ft.lbs) @ 5800 RPM,95.0 x 81.2 mm (3.7 x 3.2 inches),Shaft drive (cardan)   (final drive),257.0 kg (566.6 pounds),"Tubular cradle, high tensile steel",Overhead Valves (OHV),,"V2, four-stroke","Single arm suspension with progressive linkage, rear shock absorber adjustable in rebound and pre-load (hydraulic)",2195 mm (86.4 inches),Electric,1151.0 ccm (70.23 cubic inches),"Single disc. Stainless steel fixed disc, floating calliper with 2 parallel pistons - ABS",9.8:1,,870 mm (34.3 inches),4,"Telescopic hydraulic  fork with 45 mm, preload adjustable",23.00 litres (6.08 US gallons),1125 mm (44.3 inches),180/55-ZR17 ,Moto Guzzi,6-speed,,,Sport touring,,,185 mm (7.3 inches),1495 mm (58.9 inches),Dry plate,"Injection. Magneti Marelli IAW5A,  and #945;-n type; 2 Ø 45 mm throttle bodies, Weber IWP 162 injectors, Lambda control, twin spark ignition",2013,140 mm (5.5 inches),Double disc. Stainless steel floating discs and callipers with 4 horizontally opposed pistons - ABS,120/70-ZR17 ,"800 mm (31.5 inches) If adjustable, lowest setting.",102.0 HP (74.5  kW)) @ 7000 RPM,120 mm (4.7 inches)
2105,Oil & air,Stelvio 1200 8V,113.0 Nm (11.5 kgf-m or 83.3 ft.lbs) @ 5800 RPM,,Chain   (final drive),,Twin spar frame,Overhead Valves (OHV),,"V2, four-stroke","Single arm with progressive linkage, monoshock with adjustable hydraulic rebound damping and spring preload adjuster knob.",2250 mm (88.6 inches),Electric,1151.0 ccm (70.23 cubic inches),"Single disc. ABS. Single fixed stainless steel disc, floating caliper with 2 parallel pistons.",,,1050 mm (41.3 inches),4,upside-down Marzocchi fork,32.00 litres (8.45 US gallons),1480 mm (58.3 inches),150/70-R17 ,Moto Guzzi,6-speed,,,Super motard,,272.0 kg (599.7 pounds),210 mm (8.3 inches),1535 mm (60.4 inches),Single-disc with integrated anti-vibration buffer,"Injection. Multipoint sequential electronic injection, Magneti Marelli IAW5A phased, alfa-n system; two Ø 50mm throttle bodies, Weber IWP 189 injectors, lambda probe.",2013,155 mm (6.1 inches),"Double disc. ABS. Stainless steel wave discs, radial calipers with 4 opposed pistons.",110/80-R19 ,"820 mm (32.3 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 7500 RPM,170 mm (6.7 inches)
2106,Oil & air,Stelvio 1200 NTX,113.0 Nm (11.5 kgf-m or 83.3 ft.lbs) @ 5800 RPM,,Chain   (final drive),,High tensile steel tubular twin cradle,Overhead Valves (OHV),,"V2, four-stroke","Single arm with progressive linkage, monoshock with adjustable hydraulic rebound damping and spring preload adjuster knob.",2250 mm (88.6 inches),Electric,1151.0 ccm (70.23 cubic inches),"Single disc. ABS. Single fixed stainless steel disc, floating caliper with 2 parallel pistons.",,,1050 mm (41.3 inches),4,Completely adjustable fork (spring preload and hydraulic compression and rebound damping) with 45 mm diam. upside down stanchions and caliper mounting for radial brake calipers.,32.00 litres (8.45 US gallons),1480 mm (58.3 inches),150/70-R17 ,Moto Guzzi,6-speed,,,Super motard,,272.0 kg (599.7 pounds),210 mm (8.3 inches),1535 mm (60.4 inches),Single-disc with integrated anti-vibration buffer,"Injection. Multipoint sequential electronic injection, Magneti Marelli IAW5A phased, alfa-n system; two Ø 50mm throttle bodies, Weber IWP 189 injectors, lambda probe.",2013,155 mm (6.1 inches),"Double disc. ABS. Stainless steel wave discs, radial calipers with 4 opposed pistons.",110/80-R19 ,"820 mm (32.3 inches) If adjustable, lowest setting.",105.0 HP (76.6  kW)) @ 7500 RPM,170 mm (6.7 inches)
2107,,V7 Racer,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),179.2 kg (395.0 pounds),Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,,,,Dry single plate with flexible couplings,Injection. Weber-Marelli electronic fuel injection.,2013,,Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,"780 mm (30.7 inches) If adjustable, lowest setting.",49.6 HP (36.2  kW)) @ 6200 RPM,
2108,,V7 Special,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),179.2 kg (395.0 pounds),Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,,,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,,,,Dry single plate with flexible couplings,Injection. Weber-Marelli electronic fuel injection.,2013,,Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,,49.6 HP (36.2  kW)) @ 6200 RPM,
2109,Air,V7 Stone,57.9 Nm (5.9 kgf-m or 42.7 ft.lbs) @ 5000 RPM,,Shaft drive (cardan)   (final drive),198.0 kg (436.5 pounds),Double cradle tubular frame in ALS steel with detachable rear subframe,,Forced circulation with lobe pump - circuit capacity: 1.78 Kg,"V2, four-stroke",Die cast light alloy swing arm with 2 spring preload adjustable shock absorbers,2184 mm (86.0 inches),Electric,744.0 ccm (45.40 cubic inches),Single disc. Floating disc. Two-piston calipers. ,,,800 mm (31.5 inches),,Telescopic hydraulic fork with 40 mm stanchions,21.95 litres (5.80 US gallons),1113 mm (43.8 inches),130/80-17 ,Moto Guzzi,5-speed,,,Classic,,,,1449 mm (57.0 inches),Dry single plate with flexible couplings,Injection. Weber-Marelli electronic fuel injection.,2013,118 mm (4.6 inches),Single disc. Brembo caliper with 4 differentiated pistons,100/90-18 ,"780 mm (30.7 inches) If adjustable, lowest setting.",49.6 HP (36.2  kW)) @ 6200 RPM,130 mm (5.1 inches)
